openalex_id,doi,title,publication_year,publication_date,type,cited_by_count,matched_queries,canonical_terms,themes
https://openalex.org/W2237367477,https://doi.org/10.1017/s0263574715000727,A low-cost hardware-in-the-loop-simulation testbed of quadrotor UAV and implementation of nonlinear control schemes,2015,2015-08-17,article,16,quadrotor,nonlinear_control,geometry_tracking
https://openalex.org/W2278524916,https://doi.org/10.1109/hnicem.2015.7393219,A neural network approach to a cooperative balancing problem in quadrotor-unmanned aerial vehicles (QUAVs),2015,2015-12-01,article,7,quadrotor,neural_control,estimation_learning
https://openalex.org/W958340709,https://doi.org/10.1016/j.ast.2015.05.022,A novel nonlinear hybrid controller design for an uncertain quadrotor with disturbances,2015,2015-06-05,article,83,quadrotor,adaptive_control;nonlinear_control;pid_control;robust_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2204537438,https://doi.org/10.1109/iros.2015.7354034,A platform for the direct hardware evolution of quadcopter controllers,2015,2015-09-01,article,14,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2328321249,https://doi.org/10.7471/ikeee.2015.19.4.557,A Position Estimation of Quadcopter Using EKF-SLAM,2015,2015-12-31,article,0,quadcopter,state_estimation,estimation_learning
https://openalex.org/W1503420571,https://doi.org/10.1109/icma.2015.7237703,A quadrotor helicopter control system based on Brain-computer interface,2015,2015-08-01,article,5,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W1979278823,https://doi.org/10.1109/tie.2015.2389760,A Reconfiguration Scheme for Quadrotor Helicopter via Simple Adaptive Control and Quantum Logic,2015,2015-01-09,article,96,quadrotor,adaptive_control,robust_adaptive
https://openalex.org/W2208321412,https://doi.org/10.1109/iros.2015.7354142,A robust nonlinear controller for nontrivial quadrotor maneuvers: Approach and verification,2015,2015-09-01,article,12,quadrotor,adaptive_control;attitude_control;nonlinear_control;robust_control,geometry_tracking;robust_adaptive
https://openalex.org/W2058855268,https://doi.org/10.1117/12.2084161,A robust two-way switching control system for remote piloting and stabilization of low-cost quadrotor UAVs,2015,2015-04-02,article,0,quadrotor,robust_control,robust_adaptive
https://openalex.org/W2269425519,,A Study Based on Mobile Devices for Quadcopter Attitude Control,2015,2015-02-01,article,1,quadcopter,attitude_control,geometry_tracking
https://openalex.org/W2556485970,https://doi.org/10.14257/ijseia.2015.9.9.23,A Study on EKF-SLAM Simulation of Autonomous Flight Control of Quadcopter,2015,2015-09-30,article,5,quadcopter,state_estimation,estimation_learning
https://openalex.org/W1536854503,https://doi.org/10.1109/icuas.2015.7152302,A Total Energy Control System strategy for the quadrotor helicopter,2015,2015-06-01,article,12,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2247314300,https://doi.org/10.1109/tencon.2015.7372729,A trajectory tracking LQR controller for a quadrotor: Design and experimental evaluation,2015,2015-11-01,article,21,quadrotor,optimal_control;trajectory_tracking,geometry_tracking;optimization_constraints
https://openalex.org/W2713473024,https://doi.org/10.1299/jsmemovic.2015.14.267,A215 Image-based Robust Hovering Control of Multirotor Aeril Robot,2015,2015-01-01,article,0,multirotor,robust_control,robust_adaptive
https://openalex.org/W2245467323,https://doi.org/10.4028/www.scientific.net/amm.773-774.63,Accelerometer Performance for Maker Faire Quadrotor with Kalman Filtering Using PID Controller,2015,2015-07-01,article,1,quadrotor,pid_control;state_estimation,estimation_learning;geometry_tracking
https://openalex.org/W2287192827,https://doi.org/10.1115/detc2015-46998,Active Disturbance Compensating Tracking Control of an Unmanned Quadrotor Helicopter,2015,2015-08-02,article,0,quadrotor,adrc,robust_adaptive
https://openalex.org/W1629373564,https://doi.org/10.1109/sice.2015.7285349,Active disturbance rejection by state feedback: Experimental validation in a 3-DOF quadrotor platform,2015,2015-07-01,article,11,quadrotor,adrc;state_estimation,estimation_learning;robust_adaptive
https://openalex.org/W2218541282,https://doi.org/10.1109/iros.2015.7354046,Active fault-tolerant control for quadrotors subjected to a complete rotor failure,2015,2015-09-01,article,61,quadrotor,fault_tolerant,allocation_fault
https://openalex.org/W2200547331,,Actuator and sensor fault detection and diagnosis of quadrotor based on Two-Stage Kalman Filter,2015,2015-11-01,article,13,quadrotor,fault_tolerant;state_estimation,allocation_fault;estimation_learning
https://openalex.org/W2415720479,https://doi.org/10.1109/icocs.2015.7483295,Adapting parameters for flight control of a quadcopter using reference model and fuzzy logic,2015,2015-11-01,article,6,quadcopter,pid_control,geometry_tracking
https://openalex.org/W1501199254,https://doi.org/10.1109/ccece.2015.7129434,Adaptive controller design for generic quadrotor aircraft platform subject to slung load,2015,2015-05-01,article,21,quadrotor,adaptive_control;attitude_control,geometry_tracking;robust_adaptive
https://openalex.org/W1532433486,https://doi.org/10.1109/icmsao.2015.7152250,Adaptive flight control for quadrotor UAV in the presence of external disturbances,2015,2015-05-01,article,13,quadrotor,adaptive_control;attitude_control,geometry_tracking;robust_adaptive
https://openalex.org/W2287955039,https://doi.org/10.1177/0142331215611210,Adaptive non-singular terminal sliding mode controller: new design for full control of the quadrotor with external disturbances,2015,2015-10-27,article,37,quadrotor,adaptive_control;nonlinear_control;robust_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2375853948,,Adaptive robust sliding-mode control for an altitude trajectory tracking of a quadrotor helicopter,2015,2015-01-01,article,0,quadrotor,adaptive_control;robust_control;sliding_mode;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2994398809,,Adaptive Second Order Terminal Backstepping Sliding Mode for Attitude Control of Quadrotor with External Disturbances,2015,2015-06-02,article,7,quadrotor,adaptive_control;attitude_control;nonlinear_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W1560432318,https://doi.org/10.1109/icuas.2015.7152272,Adaptive sliding mode control design for quadrotor unmanned aerial vehicle,2015,2015-06-01,article,26,quadrotor,adaptive_control;nonlinear_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2289932159,,Adaptive tracking control of a quadrotor unmanned vehicle,2015,2015-05-01,article,0,quadrotor,adaptive_control,robust_adaptive
https://openalex.org/W2242888763,https://doi.org/10.1109/cac.2015.7382658,Adaptive-fuzzy sliding-mode control for the attitude system of a quadrotor,2015,2015-11-01,article,6,quadrotor,adaptive_control;attitude_control;robust_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2057799302,https://doi.org/10.1177/0278364914558129,Aggressive flight of fixed-wing and quadrotor aircraft in dense indoor environments,2015,2015-03-20,article,161,quadrotor,obstacle_avoidance;state_estimation,estimation_learning;formation_safety
https://openalex.org/W2009171137,https://doi.org/10.1080/01691864.2014.991754,All-round two-wheeled quadrotor helicopters with protect-frames for air–land–sea vehicle (controller design and automatic charging equipment),2015,2015-01-02,article,40,quadrotor,nonlinear_control,geometry_tracking
https://openalex.org/W1836176560,https://doi.org/10.1177/0954410015600461,Almost global trajectory tracking control of quadrotors with constrained control inputs,2015,2015-08-20,article,12,quadrotor,trajectory_tracking,geometry_tracking
https://openalex.org/W1588594523,https://doi.org/10.11113/jt.v74.3993,Altitude Controller Design for Quadcopter UAV,2015,2015-04-15,article,18,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2348395978,,An application of a fuzzy self-tuning PID in quadrotor aerocraft attitude control,2015,2015-01-01,article,0,quadrotor,attitude_control;pid_control,geometry_tracking
https://openalex.org/W1544309520,https://doi.org/10.1109/chicc.2015.7260264,An explicit MPC for quadrotor trajectory tracking,2015,2015-07-01,article,28,quadrotor,mpc;optimal_control;trajectory_tracking,geometry_tracking;optimization_constraints
https://openalex.org/W1547964529,https://doi.org/10.1109/chicc.2015.7259693,An improved backstepping based controller with integrators for the quadrotor,2015,2015-07-01,article,5,quadrotor,nonlinear_control;pid_control,geometry_tracking
https://openalex.org/W1955060212,https://doi.org/10.1016/j.isatra.2015.10.011,An indirect adaptive neural control of a visual-based quadrotor robot for pursuing a moving target,2015,2015-11-01,article,50,quadrotor,neural_control,estimation_learning
https://openalex.org/W2215460685,https://doi.org/10.1109/sdf.2015.7347700,An integrated navigation system design for Quadrotors,2015,2015-10-01,article,2,quadrotor,state_estimation,estimation_learning
https://openalex.org/W2226447996,https://doi.org/10.1080/02533839.2015.1101613,An SoPC-based object tracking quadrotor,2015,2015-11-09,article,3,quadrotor,pid_control,geometry_tracking
https://openalex.org/W2437963698,https://doi.org/10.1109/iccwamtip.2015.7494027,Application of improved PSO in PID parameter optimization of quadrotor,2015,2015-12-01,article,9,quadrotor,pid_control,geometry_tracking
https://openalex.org/W2277721946,https://doi.org/10.1115/detc2015-47790,Application of Model Predictive Control to Position and Height Limitation of a Quadrotor Unmanned Aerial Vehicle,2015,2015-08-02,article,2,quadrotor,mpc,optimization_constraints
https://openalex.org/W2555270442,https://doi.org/10.1109/iccsce.2015.7482211,Applied of an adaptive Higher order sliding mode controller to quadrotor trajectory tracking,2015,2015-11-01,article,9,quadrotor,adaptive_control;sliding_mode;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2468872248,https://doi.org/10.3795/ksme-a.2015.39.7.673,Approximate Multi-Objective Optimization of a Quadcopter through Proportional-Integral-Derivative Control,2015,2015-07-01,article,14,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2346015191,https://doi.org/10.1049/cp.2015.1516,Attitude algorithm system design of quadrotor aircraft based on STM32,2015,2015-01-01,article,2,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2406835811,https://doi.org/10.1109/icict.2015.7469486,Attitude and altitude control of quadrotor by discrete PID control and non-linear model predictive control,2015,2015-12-01,article,30,quadrotor,mpc;optimal_control;pid_control,geometry_tracking;optimization_constraints
https://openalex.org/W1553545953,https://doi.org/10.1109/ccdc.2015.7162128,Attitude control of a quadrotor unmanned aerial vehicle based on linear extended state observer,2015,2015-05-01,article,3,quadrotor,adrc;attitude_control;disturbance_observer;state_estimation,estimation_learning;geometry_tracking;robust_adaptive
https://openalex.org/W1607440631,https://doi.org/10.1109/cscs.2015.152,Attitude Control of a Quadrotor Using Model Free Based Sliding Model Controller,2015,2015-05-01,article,21,quadrotor,attitude_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2192126648,,Attitude Control of Quadrotor,2015,2015-01-01,article,6,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2515481429,https://doi.org/10.1541/ieejias.135.827,Attitude Control of Quadrotor in Consideration of the Effects of a Pole Based on Limited Pole Placement,2015,2015-01-01,article,1,quadrotor,attitude_control;nonlinear_control,geometry_tracking
https://openalex.org/W1530285119,https://doi.org/10.1109/icra.2015.7139418,Attitude of quadrotor-like vehicles: Fuzzy modeling and control with prescribed rate of convergence,2015,2015-05-01,article,4,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W1655670116,https://doi.org/10.1109/cyber.2015.7287950,Attitude tracking control of a quadrotor based on linear active disturbance rejective control,2015,2015-06-01,article,6,quadrotor,adrc;attitude_control;pid_control,geometry_tracking;robust_adaptive
https://openalex.org/W2266205443,,Autonomous Attitude Control of a Quadcopter Unmanned Aerial Vehicle (UAV),2015,2015-01-01,article,3,quadcopter,attitude_control;pid_control,geometry_tracking
https://openalex.org/W1969064048,https://doi.org/10.1109/tie.2015.2420036,Autonomous Flight Control of a Nano Quadrotor Helicopter in a GPS-Denied Environment Using On-Board Vision,2015,2015-04-06,article,134,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W1485446511,https://doi.org/10.21535/ijrm.v1i4.128,Autonomous Formation Flight Algorithm and Platform for Quadrotor UAVs,2015,2015-02-02,article,8,quadrotor,formation_control;path_planning,formation_safety
https://openalex.org/W2212941742,https://doi.org/10.1109/soli.2015.7367607,Autonomous indoor navigation of low-cost quadcopters,2015,2015-11-01,article,33,quadcopter,obstacle_avoidance;path_planning,formation_safety
https://openalex.org/W1651557156,https://doi.org/10.1109/cyber.2015.7287948,Autonomous landing control of quadrotor UAVs,2015,2015-06-01,article,7,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W1591307899,https://doi.org/10.1109/chicc.2015.7260521,Autonomous landing of quadrotor based on ground effect modelling,2015,2015-07-01,article,76,quadrotor,pid_control,geometry_tracking
https://openalex.org/W2442459310,https://doi.org/10.1016/j.ifacol.2015.08.062,"Autonomous path tracking control design for a comercial quadcopter∗∗This work was partially supported by the Spanish Ministry of Ed-ucation (MECD) under national research projects DPI2012-37580-C02 and DPI2013-44135-R. Corresponding authors are with the Department of Systems Engineering and Automation. University of Seville, Spain. (e-mail: rubio@us.es)",2015,2015-01-01,article,9,quadcopter,pid_control;trajectory_tracking,geometry_tracking
https://openalex.org/W1520211924,https://doi.org/10.1109/icra.2015.7139846,Autonomous perching and take-off on vertical walls for a quadrotor micro air vehicle,2015,2015-05-01,article,96,quadrotor,pid_control,geometry_tracking
https://openalex.org/W2287964721,https://doi.org/10.1109/hnicem.2015.7393247,Autonomous trajectory tracking of a quadrotor UAV using PID controller,2015,2015-12-01,article,10,quadrotor,pid_control;trajectory_tracking,geometry_tracking
https://openalex.org/W2131948450,https://doi.org/10.1260/1756-8293.7.2.111,Autonomous Vision-Based Navigation of a Quadrotor in Corridor-Like Environments,2015,2015-06-01,article,26,quadrotor,obstacle_avoidance;robust_control,formation_safety;robust_adaptive
https://openalex.org/W2645129481,https://doi.org/10.1299/jsmemovic.2015.14.100,B107 Adaptive Trajectory Tracking Control of Multirotor Helicopter with Unknown Thrust and Drag Coefficients,2015,2015-01-01,article,0,multirotor,adaptive_control;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2657834441,https://doi.org/10.1299/jsmemovic.2015.14.105,B108 Adaptive trajectory tracking control System Design for a quadrotor with an Inner-Loop PFC,2015,2015-01-01,article,1,quadrotor,adaptive_control;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2554247716,https://doi.org/10.14257/ijca.2015.8.11.17,Backstepping based Trajectory Tracking Control for a Quadrotor Aircraft with Nonlinear Disturbance Observer,2015,2015-11-30,article,2,quadrotor,disturbance_observer;nonlinear_control;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2271056492,,Backstepping control law application to path tracking with an indoor quadrotor,2015,2015-04-01,article,12,quadrotor,nonlinear_control;trajectory_tracking,geometry_tracking
https://openalex.org/W2328361590,https://doi.org/10.20906/cps/cob-2015-0527,Backstepping Controller for Attitude Control of a Quadrotor UAV,2015,2015-01-01,article,1,quadrotor,attitude_control;nonlinear_control,geometry_tracking
https://openalex.org/W2189479197,https://doi.org/10.1109/icat.2015.7340523,Backstepping trajectory tracking control of a quadrotor with disturbance rejection,2015,2015-10-01,article,21,quadrotor,adaptive_control;nonlinear_control;robust_control;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W1533105468,https://doi.org/10.1109/chicc.2015.7259733,Backstepping-based attitude control for a quadrotor UAV using nonlinear disturbance observer,2015,2015-07-01,article,13,quadrotor,attitude_control;disturbance_observer;nonlinear_control,geometry_tracking;robust_adaptive
https://openalex.org/W2211875600,,Bank of Kalman Filters for Fault Detection in Quadrotor MAV,2015,2015-01-01,article,4,quadrotor,state_estimation,estimation_learning
https://openalex.org/W1493371936,https://doi.org/10.3390/mi6080993,Biomimetic-Based Output Feedback for Attitude Stabilization of Rigid Bodies: Real-Time Experimentation on a Quadrotor,2015,2015-08-05,article,1,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2182277851,https://doi.org/10.1016/j.ifacol.2015.08.060,Black-box and grey-box identification of the attitude dynamics for a variable-pitch quadrotor,2015,2015-01-01,article,9,quadrotor,attitude_control;system_identification,estimation_learning;geometry_tracking
https://openalex.org/W564636986,https://doi.org/10.1504/ijmic.2015.071697,"Body-centric modelling, identification, and acceleration tracking control of a quadrotor UAV",2015,2015-01-01,article,14,quadrotor,system_identification,estimation_learning
https://openalex.org/W2388163441,,CDKF Algorithm Applied to Quadrotor Integrated Navigation System,2015,2015-01-01,article,0,quadrotor,sensor_fusion;state_estimation,estimation_learning
https://openalex.org/W1596381248,https://doi.org/10.1109/acc.2015.7171001,Collision avoidance for quadrotor UAVs transporting a payload via Voronoi tessellation,2015,2015-07-01,article,17,quadrotor,obstacle_avoidance,formation_safety
https://openalex.org/W2248036626,https://doi.org/10.1109/taes.2015.140222,Collision avoidance for quadrotor using stereo vision depth maps,2015,2015-10-01,article,43,quadrotor,obstacle_avoidance,formation_safety
https://openalex.org/W1488406347,https://doi.org/10.1109/med.2015.7158851,Collision avoidance strategies for quadrotors in tight formation flying,2015,2015-06-01,article,1,quadrotor,obstacle_avoidance,formation_safety
https://openalex.org/W2477917430,https://doi.org/10.1109/icamimia.2015.7508011,Compensating wind disturbance on gesture commanded quadrotors flight,2015,2015-10-01,article,1,quadrotor,wind_disturbance,robust_adaptive
https://openalex.org/W2292916139,,Computationally efficient visual-inertial sensor fusion for GPS-denied navigation on a small quadrotor,2015,2015-10-23,article,0,quadrotor,sensor_fusion;state_estimation,estimation_learning
https://openalex.org/W2418130628,https://doi.org/10.1109/icocs.2015.7483296,Control of a quadcopter using reference model and genetic algorithm methods,2015,2015-11-01,article,9,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2552796733,,Control of Quadrotor Using Sliding Mode Disturbance Observer and Nonlinear Hâ,2015,2015-06-01,article,7,quadrotor,disturbance_observer;nonlinear_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W1484626260,https://doi.org/10.1109/ccdc.2015.7162514,Control of quadrotors with actuator saturations,2015,2015-05-01,article,3,quadrotor,nonlinear_control,geometry_tracking
https://openalex.org/W2236246473,https://doi.org/10.1007/s40903-015-0030-9,Control of Quadrotors with the Use of the Derivative-Free Nonlinear Kalman Filter,2015,2015-11-14,article,13,quadrotor,state_estimation,estimation_learning
https://openalex.org/W1486073036,https://doi.org/10.1109/ascc.2015.7244512,Control of the position and attitude of a tethered quadrotor considering the influence of a tether,2015,2015-05-01,article,1,quadrotor,attitude_control;state_estimation,estimation_learning;geometry_tracking
https://openalex.org/W1592692143,https://doi.org/10.1109/ccdc.2015.7161905,Controlled Lagrangians control for a quadrotor helicopter,2015,2015-05-01,article,2,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2187357651,https://doi.org/10.1016/j.ifacol.2015.09.557,Cooperative Control Reconfiguration in Multiple Quadrotor Systems with Actuator Faults,2015,2015-01-01,article,12,quadrotor,fault_tolerant;multi_agent,allocation_fault;formation_safety
https://openalex.org/W2066367084,https://doi.org/10.1109/tase.2015.2406758,Cooperative Path Following of Multiple Multirotors Over Time-Varying Networks,2015,2015-03-23,article,72,multirotor,obstacle_avoidance,formation_safety
https://openalex.org/W2008831441,https://doi.org/10.1109/icara.2015.7081205,Decentralized formation control of quadcopters using feedback linearization,2015,2015-02-01,article,9,quadcopter,formation_control;nonlinear_control,formation_safety;geometry_tracking
https://openalex.org/W2325961318,https://doi.org/10.20906/cps/cob-2015-2317,Decentralized Model Predictive Control of a Formation of Multirotor Helicopters,2015,2015-01-01,article,0,multirotor,mpc,optimization_constraints
https://openalex.org/W1605934651,,Decentralized PID neural network control for a quadrotor helicopter subjected to wind disturbance,2015,2015-01-01,article,2,quadrotor,attitude_control;neural_control;pid_control;wind_disturbance,estimation_learning;geometry_tracking;robust_adaptive
https://openalex.org/W2394985860,https://doi.org/10.1007/s11771-015-2507-9,Decentralized PID neural network control for a quadrotor helicopter subjected to wind disturbance,2015,2015-01-01,article,74,quadrotor,neural_control;pid_control;wind_disturbance,estimation_learning;geometry_tracking;robust_adaptive
https://openalex.org/W3149657931,,Decentralized PID neural network control for a quadrotor helicopter subjected to wind disturbance,2015,2015-01-01,article,0,quadrotor,attitude_control;neural_control;pid_control;wind_disturbance,estimation_learning;geometry_tracking;robust_adaptive
https://openalex.org/W2908718331,,Decoupled Trajectory Tracking Controllers Design for Multirotors,2015,2015-01-01,article,0,multirotor,trajectory_tracking,geometry_tracking
https://openalex.org/W1938213204,https://doi.org/10.1109/cca.2015.7320695,Delay-compensated maximum likelihood estimation method for quadrotor UAV,2015,2015-09-01,article,5,quadrotor,state_estimation,estimation_learning
https://openalex.org/W1597271506,https://doi.org/10.1109/ut.2015.7108290,Design and analysis of an underwater quadrotor - AQUAD,2015,2015-02-01,article,18,quadrotor,attitude_control;pid_control,geometry_tracking
https://openalex.org/W2268183161,https://doi.org/10.1260/1756-8293.7.4.395,"Design and Control of an Unmanned Aerial Vehicle for Autonomous Parcel Delivery with Transition from Vertical Take-off to Forward Flight – VertiKUL, a Quadcopter Tailsitter",2015,2015-12-01,article,101,quadcopter,attitude_control,geometry_tracking
https://openalex.org/W2240732315,https://doi.org/10.1109/cac.2015.7382531,Design and implementation of a quadrotor for indoor swarm research,2015,2015-11-01,article,1,quadrotor,pid_control,geometry_tracking
https://openalex.org/W1582519723,https://doi.org/10.1109/ceit.2015.7232995,Design and realization of a real-time control platform for quadrotor unmanned aerial vehicles,2015,2015-05-01,article,2,quadrotor,pid_control,geometry_tracking
https://openalex.org/W2518079237,https://doi.org/10.1017/s0001924000010587,Design of a quadrotor flight test stand for system identification,2015,2015-04-01,article,4,quadrotor,system_identification,estimation_learning
https://openalex.org/W2260899556,https://doi.org/10.1515/amcs-2015-0042,Design of passive fault-tolerant controllers of a quadrotor based on sliding mode theory,2015,2015-09-01,article,74,quadrotor,fault_tolerant;sliding_mode,allocation_fault;robust_adaptive
https://openalex.org/W2347673696,,Design of Quadrotor Controller Based on PD-ADRC,2015,2015-01-01,article,1,quadrotor,adrc;state_estimation,estimation_learning;robust_adaptive
https://openalex.org/W2202470775,https://doi.org/10.1109/urai.2015.7358960,Design of quadrotor controller for emergency situation using Xplane,2015,2015-10-01,article,5,quadrotor,attitude_control;pid_control,geometry_tracking
https://openalex.org/W2427581455,https://doi.org/10.1109/natsys.2015.7489097,Design of sliding mode and backstepping controllers for a quadcopter,2015,2015-12-01,article,53,quadcopter,attitude_control;nonlinear_control;pid_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2591683565,,"Design, analysis, and control allocation of an over-actuated, multirotor helicopter",2015,2015-01-01,article,0,multirotor,control_allocation,allocation_fault;optimization_constraints
https://openalex.org/W2109512077,https://doi.org/10.15520/jccst.2015.vol5.iss01.11,Designing Fuzzy PID Controller for Quadrotor,2015,2015-01-29,article,12,quadrotor,pid_control,geometry_tracking
https://openalex.org/W1583727974,https://doi.org/10.1109/ccdc.2015.7162342,Development of a practical experimental platform for control system of the quadrotor,2015,2015-05-01,article,1,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2113669658,https://doi.org/10.5772/59618,"Development of a Quadrotor Test Bed — Modelling, Parameter Identification, Controller Design and Trajectory Generation",2015,2015-01-01,article,32,quadrotor,obstacle_avoidance;system_identification,estimation_learning;formation_safety
https://openalex.org/W2045211541,https://doi.org/10.3390/aerospace2020171,Development of Flight Path Planning for Multirotor Aerial Vehicles,2015,2015-04-27,article,15,multirotor,path_planning,formation_safety
https://openalex.org/W1482411515,https://doi.org/10.1109/ascc.2015.7244733,Direct adaptive neural control of a quadrotor unmanned aerial vehicle,2015,2015-05-01,article,6,quadrotor,adaptive_control;neural_control;nonlinear_control,estimation_learning;geometry_tracking;robust_adaptive
https://openalex.org/W2323620540,https://doi.org/10.20906/cps/cob-2015-0401,DISCRETE ROBUST CONTROLLER FOR QUADROTORS STABILITY,2015,2015-01-01,article,1,quadrotor,robust_control,robust_adaptive
https://openalex.org/W2111161038,https://doi.org/10.1109/ihmsc.2015.179,Distributed Consensus Control for Multiple Nonlinear Strict-Feedback Systems under Directed Graphs and its Application for Multiple Quadrotor Systems,2015,2015-08-01,article,2,quadrotor,multi_agent,formation_safety
https://openalex.org/W1518675935,https://doi.org/10.1109/sysose.2015.7151977,Distributed super twisting controller for multiple quadrotors,2015,2015-05-01,article,1,quadrotor,robust_control;sliding_mode,robust_adaptive
https://openalex.org/W1992917930,https://doi.org/10.1155/2015/298743,Disturbance Observer Based Control of Multirotor Helicopters Based on a Universal Model with Unstructured Uncertainties,2015,2015-01-01,article,11,multirotor,disturbance_observer,robust_adaptive
https://openalex.org/W2387592280,,Disturbance observer-based robust trajectory tracking control for a quadrotor UAV,2015,2015-01-01,article,9,quadrotor,disturbance_observer;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W1484711491,https://doi.org/10.1109/icuas.2015.7152317,Disturbance rejection for a Quadrotor aircraft through a robust control,2015,2015-06-01,article,8,quadrotor,attitude_control;robust_control,geometry_tracking;robust_adaptive
https://openalex.org/W2333918663,https://doi.org/10.12985/ksaa.2015.23.4.022,Dynamic Model Identification of Quadrotor UAV based on Frequency-Domain Approach,2015,2015-12-31,article,0,quadrotor,system_identification,estimation_learning
https://openalex.org/W1673234045,https://doi.org/10.1109/icinfa.2015.7279823,Dynamic modeling for high-performance controller design of a UAV quadrotor,2015,2015-08-01,article,22,quadrotor,attitude_control;optimal_control;robust_control;sliding_mode,geometry_tracking;optimization_constraints;robust_adaptive
https://openalex.org/W1631052113,https://doi.org/10.1109/icinfa.2015.7279797,Dynamic surface control to correct for gyroscopic effect of propellers on quadrotor,2015,2015-08-01,article,2,quadrotor,attitude_control;pid_control,geometry_tracking
